[2025-10-23T12:03:12.268Z] ERROR: Validation failed [{"type":"field","value":"12345678","msg":"Password must contain at least one lowercase letter, one uppercase letter, and one number","path":"password","location":"body"}]
[2025-10-23T12:14:42.023Z] ERROR: Login Validation failed [{"type":"field","value":"","msg":"Email or username is required","path":"identifier","location":"body"}]
[2025-10-23T13:02:44.244Z] ERROR: User not found
[2025-10-23T13:02:44.245Z] ERROR: User authentication failed
[2025-10-23T13:02:44.247Z] ERROR: Login error
[2025-10-23T13:03:31.852Z] ERROR: User not found
[2025-10-23T13:03:31.853Z] ERROR: User authentication failed
[2025-10-23T13:03:31.855Z] ERROR: Login error
[2025-10-23T23:21:49.556Z] ERROR: Failed to save log {"errors":{"userId":{"name":"ValidatorError","message":"Path `userId` is required.","properties":{"message":"Path `userId` is required.","type":"required","path":"userId","value":null},"kind":"required","path":"userId","value":null}},"_message":"log validation failed","name":"ValidationError","message":"log validation failed: userId: Path `userId` is required."}
[2025-10-23T23:21:49.565Z] ERROR: Failed to save log {"errors":{"userId":{"name":"ValidatorError","message":"Path `userId` is required.","properties":{"message":"Path `userId` is required.","type":"required","path":"userId","value":null},"kind":"required","path":"userId","value":null}},"_message":"log validation failed","name":"ValidationError","message":"log validation failed: userId: Path `userId` is required."}
[2025-10-24T00:13:33.772Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.856Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.897Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.987Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.991Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.133Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.137Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.294Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.299Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.478Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.481Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.704Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.707Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.984Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.985Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.309Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.311Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.676Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.680Z] ERROR: Redis Client Error
[2025-10-24T05:02:25.386Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:25.890Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:26.406Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:26.923Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:27.439Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:27.952Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:28.463Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:28.977Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:29.493Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:30.005Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:30.517Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:31.033Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:31.549Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:32.060Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:32.573Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:33.090Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:33.602Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:34.115Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:34.630Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:35.145Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:35.663Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:36.178Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:36.694Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:37.212Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:37.730Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:38.247Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:38.762Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:39.277Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:39.780Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:40.299Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:40.814Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:41.331Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:41.845Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:42.360Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:42.874Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:43.386Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:43.901Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:44.413Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:44.930Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:45.435Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:45.947Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:46.459Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:46.976Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:47.490Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:48.006Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:48.523Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:49.043Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:49.556Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:50.068Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:50.580Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:51.093Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:51.611Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:52.122Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:52.637Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:53.142Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:53.651Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:54.168Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:54.679Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:55.192Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:55.706Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:56.217Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:56.733Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:57.250Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:57.764Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:58.279Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:58.792Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:59.307Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:59.823Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:00.339Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:00.853Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:01.369Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:01.884Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:02.395Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:02.908Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:03.424Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:03.939Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:04.456Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:04.971Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:05.486Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:06.003Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:06.515Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:07.031Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:07.547Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:08.061Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:08.573Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:09.094Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:09.606Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:10.116Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:10.629Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:11.134Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:11.649Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:12.163Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:12.677Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:13.189Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:13.702Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:14.218Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:14.733Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:15.241Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:15.756Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:16.267Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:16.782Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:17.285Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:17.800Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:18.314Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:18.826Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:19.340Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:19.854Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:20.367Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:20.877Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:21.392Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:21.909Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:22.419Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:22.932Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:23.446Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:23.961Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:24.474Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:24.989Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:25.503Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:26.020Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:26.533Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:27.049Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:27.566Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:28.082Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:28.595Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:29.110Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:29.623Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:30.139Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:30.654Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:31.173Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:31.678Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:32.194Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:32.709Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:33.225Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:33.734Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:34.249Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:34.762Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:35.276Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:35.790Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:36.319Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:36.835Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:37.348Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:37.860Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:38.375Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:38.886Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:39.399Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:39.916Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:40.430Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:40.942Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:41.458Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:41.967Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:42.480Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:42.992Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:43.507Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:44.022Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:44.537Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:45.050Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:45.565Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:46.078Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:46.588Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:47.105Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:47.608Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:48.126Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:48.634Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:49.151Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:49.665Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:50.179Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:50.681Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:51.196Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:51.713Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:52.223Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:52.740Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:53.250Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:53.759Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:54.275Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:54.792Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:55.304Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:55.819Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:56.336Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:56.850Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:57.368Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:57.882Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:58.391Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:58.903Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:59.421Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:03:59.935Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:00.449Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:00.966Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:01.482Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:01.995Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:02.513Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:03.023Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:03.534Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:04.049Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:04.562Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:05.082Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:05.595Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:06.104Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:06.621Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:07.138Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:07.649Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:08.164Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:08.676Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:09.191Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:09.706Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:10.219Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:10.735Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:11.251Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:11.766Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:12.282Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:12.795Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:13.307Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:13.822Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:14.332Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:14.849Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:15.364Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:15.878Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:16.395Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:16.912Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:17.429Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:17.941Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:18.456Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:18.969Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:19.484Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:19.999Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:20.512Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:21.029Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:21.542Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:22.062Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:22.570Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:23.083Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:23.596Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:24.111Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:24.622Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:25.136Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:25.647Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:26.163Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:26.679Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:27.194Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:27.707Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:28.221Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:28.736Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:29.250Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:29.765Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:30.281Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:30.793Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:31.310Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:31.824Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:32.339Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:32.852Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:33.364Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:33.878Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:34.395Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:34.911Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:35.424Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:35.938Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:36.452Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:36.964Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:37.479Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:37.993Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:38.508Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:39.020Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:39.537Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:40.052Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:40.570Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:41.080Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:41.592Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:42.106Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:42.621Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:43.136Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:43.650Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:04:44.166Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
